text;diggCount;replyCommentTotal;createTimeISO;uniqueId;videoWebUrl;uid;cid;avatarThumbnail
kang parkir mbatu makmur kabeh uripe, kaet ndekek pedah sumpritane wes muni😂;1;0;17/07/2025 02:38;henny.nur;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,94621E+18;7,52777E+18;https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e1944032&x-expires=1753326000&x-signature=27%2FBLxGU8BAYme%2BiNxzsH65efyc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
aku parkir gak tau oleh karcis;12;1;16/07/2025 12:26;imronsyaroni0;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,88439E+18;7,52755E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/28788ec75519e5a44ae544a21d92a240~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4ca99f18&x-expires=1753326000&x-signature=FrB4bBFLM%2BJXvf38ZrckPxtco84%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
lek rame2 parkir dadi 3000,, dikek i karcis gak ditulisi nopol ehh tibak e karcis e digae maneh nang sepeda lain e..;2;0;16/07/2025 12:47;m.a.h.a.r.i.s.k.a;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,9707E+18;7,52755E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/35917b3df69a7c2709bcaa1a14fdf7dc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=27228bfc&x-expires=1753326000&x-signature=LvZ4ps6Q3zUxa9V6TT6lkZsxJZc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
sy jg heran knp di segala penjuru tmp pasti ada parkir di kota batu .. sy klo ke batu mau beli apa2 pasti parkir 5 sampai 6 kali;11;3;16/07/2025 06:06;rimaramlan;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,79918E+18;7,52745E+18;https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0d82aa9843b59dafcd29d35eb2e462b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a10bb458&x-expires=1753326000&x-signature=iRvfyAXhsb4VTzMFaNZPAOLtF4Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
batu butuh zona bebas parkir;4;0;16/07/2025 18:54;poyedane;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,68729E+18;7,52765E+18;https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7c106a2cac3c6e6655ae170cf765c5c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7a0e9008&x-expires=1753326000&x-signature=4dOfutp3ZsndEcZtQg8WGofS4e4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
alah...ndk pasar ae gk ono seng noto parkire gara2 diganti gate, biyen blonjo ono seng nulung natakno blonjoan ngetokno sepeda, sak iki....;4;2;16/07/2025 10:29;hnaviary7;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;7,40894E+18;7,52752E+18;https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/d66400b250149cfb16afe36f3e6bc8d3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cb526088&x-expires=1753326000&x-signature=76qmJB9oAWqi9y1wjSQhMWTl47Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
parkir pasar isuk se sg repot 🗿;1;0;16/07/2025 16:03;rickyscoot_1;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,90754E+18;7,5276E+18;https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/78cff2acccfaaafbe4114732c628320f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aa1c4c4d&x-expires=1753326000&x-signature=47ab2CEgdAey0VPhEx8dXTA%2BbnI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
ATM BCA batu yg di perempat alun2 itu parkinya di pinggir jalan 🤭;5;0;16/07/2025 10:32;anisssetyawati;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;7,2634E+18;7,52752E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3f7b2f91b0c183404c89f1470c12bf5d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0c6f82f4&x-expires=1753326000&x-signature=cUOp8SnDDODILg1MQKnd7Dh5bX4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
batu kota ku nemen soal parkir kabeh kabeh parkir.;4;0;16/07/2025 05:43;kebunpakhasan;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;7,18291E+18;7,52744E+18;https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/e68b9f3ae6f88bcc94e7a56b19769a78~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=52e8d741&x-expires=1753326000&x-signature=9HLrWhBYJU%2B6MNMJz3F5gjlisYc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
yg lebih faham dishub karna parkir nya gak sesuai dari papan yg sudah ada😁😁😁😁😁;1;0;16/07/2025 14:18;azamrescu;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,75089E+18;7,52758E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/235cf69624088e2e2fc548b0bbaaefe7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5119215b&x-expires=1753326000&x-signature=4k6xVxp4FJgk50Gisev44a6ij5s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"jalan"" pagi dl kl parkir sekitar alun"" tdk bayar,kl siang memang sdh bayar,sekarang msh pagi banyak orang"" ol gah diminta parkir";1;0;16/07/2025 04:54;user10409678026563;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;7,09626E+18;7,52743E+18;https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e1944032&x-expires=1753326000&x-signature=27%2FBLxGU8BAYme%2BiNxzsH65efyc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Parkir alun” batu 5k 😭;2;6;16/07/2025 08:07;aurellya_luydra_martania;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;74994421991;7,52748E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/97b9f6841bde4527a312fd9b2fd5f287~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bc209adc&x-expires=1753326000&x-signature=%2FxemOBZNcxI4J3PGQvRvVC9515U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
gate iku op e lor;0;1;15/07/2025 21:31;agusbrotol6;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,86743E+18;7,52732E+18;https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/487e8a1890e3c048793cc887443b93fa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4d0e8618&x-expires=1753326000&x-signature=FEkBkMfuWXM2Q2fnBZ8Lk8gQ%2B6M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
lebih baik tanpa parkir;3;0;16/07/2025 18:25;sugiarno87;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;7,08753E+18;7,52764E+18;https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/160f8e5978081763f4966929ddd9f3b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ffbc216c&x-expires=1753326000&x-signature=vHDA5ny4HJB1HdwO9TB4x4QYNYs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
pernah iseng2 hitung tukang parkir disepanjang jalan diponegoro mulai dari apotik manfaat sampe lippo plaza ada total 20 tukang parkirr🥹 jadi tiapp berhenti ada kang parkirnyaaa;0;0;17/07/2025 00:26;i.sherliaazh_;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;86643960874;7,52773E+18;https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/5dad6ffb9674cca5fdf159421481131a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=298dbb4b&x-expires=1753326000&x-signature=jACvZR9%2FrxsrhTOdm5Lv8D53ubs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
jumainn;0;0;16/07/2025 19:17;royalshoesbatu;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,85319E+18;7,52765E+18;https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/17fe669dc381084b5e1fbf48daf1d395~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=717586a8&x-expires=1753326000&x-signature=08wb1u3w8qPE0rm1l1cTVkc16Fo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"kalau aku lebih suka parkir mbayar...sepedaku aman
aku nggak suka pake gate...nggak ono yg notono...nggak ada yg bantu...";0;0;17/07/2025 10:26;susanrudi8;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,82992E+18;7,52789E+18;https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e1944032&x-expires=1753326000&x-signature=27%2FBLxGU8BAYme%2BiNxzsH65efyc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
permainan pemerintah yg kurang dng. penghasilan ny untuk penuhi kebutuhan pribadi;0;0;16/07/2025 11:05;hendrixchocyesav3;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;7,05215E+18;7,52753E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8f50327cdf9b537612a08a6e70307822~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=accb3297&x-expires=1753326000&x-signature=8OlqXXLua23AMwd4j7k2hkx8G7k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
takon dgn lembut yo dulur trs nasib e BTC iku yokpo luur ònok a sing iso nangani ndek kota BATU...suwon...;0;0;17/07/2025 07:48;yofeeva;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;7,05291E+18;7,52785E+18;https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/890936cc2b43491eabadfd39e2a15bb2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b4dd7df6&x-expires=1753326000&x-signature=eMSGq%2BjUbx99WaVJK1ELYdHEVLw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
hasil e gmn??;0;0;16/07/2025 11:43;deeana_17;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,84321E+18;7,52754E+18;https://p19-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/09896838cfcf47119c2efd6d413d77b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9be435c8&x-expires=1753326000&x-signature=y0%2FYyp50d17KqvyGXRB7EZ1ScJA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"ngene a wes gapopo ganok parkir tapi lek pedah ilang gaiso njaluk tanggung jwab nang sopo sopo,wong nde kne sembarang"" ae iso ilang lek ganok seng njogo pora tambah leluasa😭";0;0;18/07/2025 12:27;chachaaku;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;7,03882E+18;7,52829E+18;https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/543adef936a8c234df008ac4c82ecfba~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2cb23dbc&x-expires=1753326000&x-signature=UZXFA8LJ0WFj6vE7bcaUmZZyVA8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"Di mana"" Parkir Ruwet Spalagi kakau ada Acata Karnapal Kena Gendam, Parkir Aja Untuk Sepeda Motor 10Ribu sampai 15 Ribu . Anggota Karnapal pun juga sa";0;0;17/07/2025 15:41;tukilahsaja547;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;7,44922E+18;7,52797E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/c7ae40761f96237eb46862aa88b14255~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=40e69541&x-expires=1753326000&x-signature=DZVH41CbVywW%2BDiFNA3ueyh7vvY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
just story : aku sengojo nunggoni pedah ndk parkiran pas ngancani nyopee, lha kok mbi tukang parkir.e aku kon ngaleh, jare kate gae markirno mobil, padahal iku parkiran gae sepeda motor.😌 dan iku sik ombo banget...;0;0;16/07/2025 20:28;afhiklmnoru;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,80513E+18;7,52767E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a66f4ce3c1ee5209fd55ffc5f0151f55~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0eda2dc4&x-expires=1753326000&x-signature=71UED5EW58PoByrheDb68qM18Lk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
saya tanya pak, kenapa kartu parkirnya diminta lagi pak? padahal gk d tulis no plat saya;0;2;16/07/2025 08:24;ibu_canna;https://www.tiktok.com/@ariefmemo7/video/7527198363377208584;6,9373E+18;7,52748E+18;https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/cdaf39cce9607540b3cad851f5b64813~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8d73f7e4&x-expires=1753326000&x-signature=nDf8embCEJmz9X0c5uNx%2Fy5NkH4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
visi dan misi;0;0;03/06/2025 20:10;oktevabusokte;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;7,00957E+18;7,51171E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3eb58cf8a734eabf240197d487a13fa9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=380046f0&x-expires=1753326000&x-signature=93Wkb7OQTaaQ7ZCBKCkJkJKsGV0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
tolong pak sampa di jalan Metro banyak di pinggir jalan🙏🏽🙏🏽;2;0;25/05/2025 12:52;hari88577;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;7,09385E+18;7,50826E+18;https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/99a6db293284f988368bc695e917f791~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d886a615&x-expires=1753326000&x-signature=tID0htYZF9xd0Hn6QWrIAfPp3ME%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
batu semakin SAE terima kasih banyak pak nurohman -heli ..🙏;0;0;24/05/2025 09:55;user4214950745459;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;6,91888E+18;7,50784E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e51ad19f73bcbed7d9b43f46c95e03f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ddb95b3f&x-expires=1753326000&x-signature=NUmBpCZXr7kMnW%2F2z%2FwC1pnusmU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
SAE 👍👍👍;1;0;23/05/2025 21:04;kidjan4;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;7,47895E+18;7,50764E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a56c185c4e6d1357fab1f30fac25ac7b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4951840a&x-expires=1753326000&x-signature=WkJ9wV51UeJ%2FL66rUWy2LewxSic%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
dek batu kerjo tambah angel;3;2;22/05/2025 12:48;andysutris;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;7,21825E+18;7,50714E+18;https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e20b0157ab73c2d96e4d0c2410fc219a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=935bb4ab&x-expires=1753326000&x-signature=ua4qGRyvFqkrOV7lgImCrblCLCQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
pak wali dan wakilnya tolong pintu gerbang kota wisata batu, kususnya desa pendem, tlg d benahi, supaya desa pendem pintu gerbang kota batu, supaya bisa sae;1;1;22/05/2025 12:47;alfi.cantika8;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;7,44752E+18;7,50714E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/aee02890ac75aa0f1e8e97dd28b65e0c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5afeec14&x-expires=1753326000&x-signature=%2FTwM0iUpzu2rvGgKap0uQpfg%2Bpw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
buka lowongan pekerjaan terutama warga mbatu.karena pekerja di mbatu byk pekerja dr luar mbatu;1;1;22/05/2025 13:16;sch22066;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;7,44731E+18;7,50715E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7c70e3f1f7fe999f38efd1a1f4ae210e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ac2b43c1&x-expires=1753326000&x-signature=d6igBBD2CzbfvWK21gdCKBQ%2BJ6M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
semangat untuk meningkatkan sinergi;0;0;03/06/2025 20:10;oktevabusokte;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;7,00957E+18;7,51171E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3eb58cf8a734eabf240197d487a13fa9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=380046f0&x-expires=1753326000&x-signature=93Wkb7OQTaaQ7ZCBKCkJkJKsGV0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
🥀;0;0;31/05/2025 01:46;yogaa_dom;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;7,00037E+18;7,51031E+18;https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ba0a693404c7ce4390254fb9a4cefcf0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a20adc44&x-expires=1753326000&x-signature=ozvKrOT%2FhugOvvknYRfjPL683y0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
🙏;0;0;24/05/2025 17:16;morenmu74;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;6,9814E+18;7,50795E+18;https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e1070d7dde517e51cb55ac028bfe88cf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1eaf2809&x-expires=1753326000&x-signature=e1XW5t%2BjQgRC%2FIBOSozwMXX6PnM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
🥰🥰🥰;0;0;22/05/2025 16:52;isaroh940;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;7,32074E+18;7,50721E+18;https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/06ca21a4cdb0724f7dbc9fb19928e19d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f937e215&x-expires=1753326000&x-signature=MEPmyS29pK1gWIDMKWyuxjL2Bws%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
👍👍👍, kalau d benahi apa d apdet sentuh pak wali;0;0;22/05/2025 12:49;alfi.cantika8;https://www.tiktok.com/@nurochmanheli/video/7507127007017274629;7,44752E+18;7,50714E+18;https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/aee02890ac75aa0f1e8e97dd28b65e0c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5afeec14&x-expires=1753326000&x-signature=%2FTwM0iUpzu2rvGgKap0uQpfg%2Bpw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
